area,count,endTime,latitude,location,longitude,provider,siteID,startTime,usmart_id
Stirling,0,2019-05-13T00:00:00,56.044935,Croftamie,-4.44566,John Muir Way,JMW0200,2019-05-12T00:00:00,"ebf7693bb6a66435641909463a73afe8"
Stirling,0,2019-05-14T00:00:00,56.044935,Croftamie,-4.44566,John Muir Way,JMW0200,2019-05-13T00:00:00,"504dd911542b6c5cdb09b6fd40273f65"
Stirling,0,2019-05-23T00:00:00,56.044935,Croftamie,-4.44566,John Muir Way,JMW0200,2019-05-22T00:00:00,"dc3b5806709d06e6a6e9e7a1c187d8ad"
Stirling,0,2019-05-24T00:00:00,56.044935,Croftamie,-4.44566,John Muir Way,JMW0200,2019-05-23T00:00:00,"5d730297a61632cfc73f4048aa3b2dc6"
Falkirk,0,2019-06-03T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-02T00:00:00,"10feb16e56af870ab0cf835e7b720acc"
Falkirk,0,2019-06-08T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-07T00:00:00,"96b4a23b28c48f77b1d682db97a54777"
Falkirk,0,2019-06-14T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-13T00:00:00,"2f74f21215149dbbe1bdebe6c2da41de"
Falkirk,0,2019-06-20T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-19T00:00:00,"c50ae4f970e6ba99934befab995f2d78"
Falkirk,0,2019-06-21T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-20T00:00:00,"13aab86fada202d73d24c6358eb72e73"
Falkirk,0,2019-06-23T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-22T00:00:00,"43b6b52470a8e5c04687e87819b6aa91"
Falkirk,0,2019-06-29T00:00:00,56.00424,Blackness,-3.5261,John Muir Way,JMW0196,2019-06-28T00:00:00,"d7dabef6b54456198877f3f2c9b396de"
Falkirk,0,2019-06-07T00:00:00,55.966366,Avon Viaduct,-3.663739,John Muir Way,JMW0197,2019-06-06T00:00:00,"920c2187ef9979a7f29f54d76cd327e0"
